,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,Age,AvgMonthlyGBDownload,AvgMonthlyLongDistanceCharges,CLTV,City,DeviceProtectionPlan,Gender,InternetType,Latitude,Longitude,Married,MonthlyCharge,NumberofDependents,NumberofReferrals,Offer,Population,PremiumTechSupport,Product/ServiceIssuesReported,ReferredaFriend,StreamingMusic,TenureinMonths,TotalCustomerSvcRequests,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRefunds,TotalRegularCharges,Under30,UnlimitedData,ZipCode
558,0,0,0,11,1,0,1,0,0,0,0,Month-to-month,0,Electronic check,70.2,0,51,8,1.01,2535,San Clemente,0,1,Fiber Optic,33.4725,-117.584273,0,70.2,0,0,None,15297,0,0,0,0,11,0,61.0,11.11,0.0,760.05,0,0,92673
559,0,0,0,1,1,0,1,0,0,0,0,Month-to-month,1,Electronic check,49.3,0,54,5,14.97,4209,San Juan Capistrano,0,1,Fiber Optic,33.521446999999995,-117.60255500000001,0,49.3,0,0,None,34321,1,0,0,0,1,0,0.0,14.97,0.0,49.3,0,1,92675
560,0,1,0,56,1,1,1,0,1,1,1,One year,1,Electronic check,107.25,0,53,25,14.43,5800,Silverado,0,1,Fiber Optic,33.782346000000004,-117.635263,1,107.25,0,1,None,1859,1,1,1,1,56,1,0.0,808.0799999999998,0.0,6033.3,0,1,92676
561,0,1,0,3,1,1,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,23.6,0,19,0,14.1,5587,Laguna Niguel,0,1,NA,33.529047,-117.701175,1,23.6,0,9,Offer E,62103,0,0,1,0,3,1,0.0,42.3,0.0,89.05,1,0,92677
562,0,1,1,7,1,0,1,1,0,1,1,Month-to-month,0,Credit card (automatic),69.7,0,63,51,5.17,4326,Trabuco Canyon,0,1,Cable,33.631119,-117.567346,1,69.7,3,6,Offer E,32268,0,0,1,1,7,1,0.0,36.19,0.0,516.15,0,1,92679
563,0,1,1,59,1,1,1,0,0,1,1,Two year,1,Credit card (automatic),99.5,0,49,16,41.09,4583,Westminster,1,1,Fiber Optic,33.752590999999995,-117.99366100000002,1,99.5,1,3,None,88230,0,0,1,1,59,0,938.0,2424.3100000000004,0.0,5861.75,0,0,92683
564,0,0,0,7,1,0,1,0,0,1,0,Month-to-month,0,Bank transfer (automatic),64.3,0,19,58,31.84,4010,Rancho Santa Margarita,1,1,Fiber Optic,33.624654,-117.611733,0,64.3,0,0,Offer E,42193,1,2,0,0,7,1,259.0,222.88,0.0,445.95,1,0,92688
565,0,1,1,71,1,0,1,1,0,0,1,Two year,1,Credit card (automatic),70.85,0,19,58,2.43,5328,Mission Viejo,1,1,DSL,33.611945,-117.66586699999999,1,70.85,0,3,None,46371,1,0,1,1,71,1,2885.0,172.53,0.0,4973.4,1,0,92691
566,0,1,1,15,1,0,1,1,0,1,1,One year,0,Electronic check,101.9,0,23,30,2.12,3707,Mission Viejo,0,1,Fiber Optic,33.60693,-117.644253,1,101.9,1,8,None,46227,1,1,1,1,15,2,0.0,31.8,0.0,1667.25,1,1,92692
567,0,1,0,71,1,1,1,1,1,1,0,Two year,0,Credit card (automatic),73.5,0,34,5,34.39,5431,Ladera Ranch,0,1,DSL,33.569186,-117.640055,1,73.5,0,7,None,350,1,0,1,0,71,0,268.0,2441.69,0.0,5357.75,0,0,92694
568,0,0,0,35,1,1,1,0,0,1,1,Month-to-month,1,Electronic check,100.25,1,44,19,10.49,2744,Santa Ana,1,0,DSL,33.748478000000006,-117.85891799999999,0,104.26,0,0,Offer C,58157,0,1,0,1,35,2,670.0,367.15,0.0,3527.6,0,0,92701
569,0,0,0,11,0,No phone service,1,0,1,0,0,One year,1,Credit card (automatic),40.4,0,23,59,0.0,2133,Santa Ana,1,0,Cable,33.748635,-117.906125,0,40.4,0,0,None,70011,1,0,0,0,11,0,249.0,0.0,0.0,422.6,1,0,92703
570,0,1,1,60,1,0,0,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.25,0,32,0,23.68,6134,Santa Ana,0,0,NA,33.719869,-117.907063,1,19.25,3,2,None,91188,0,0,1,0,60,0,0.0,1420.8,0.0,1103.25,0,0,92704
571,1,0,0,47,1,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),59.6,0,74,10,14.78,3155,Santa Ana,0,1,Fiber Optic,33.766003999999995,-117.786763,0,59.6,0,0,None,44117,1,0,0,0,47,0,0.0,694.66,0.0,2754.0,0,1,92705
572,0,0,0,11,1,0,1,0,0,0,1,One year,0,Credit card (automatic),64.9,0,55,23,5.0,3206,Santa Ana,1,0,Fiber Optic,33.765893,-117.881533,0,64.9,0,0,None,37879,1,0,0,1,11,0,0.0,55.0,0.0,697.25,0,1,92706
573,0,1,0,56,1,1,1,0,1,1,1,One year,0,Credit card (automatic),100.3,1,50,8,26.15,5170,Santa Ana,0,1,Cable,33.714828999999995,-117.872941,1,104.31200000000001,0,2,None,62634,0,0,1,1,56,0,449.0,1464.4,0.0,5614.45,0,0,92707
574,1,1,0,28,1,1,1,0,1,1,1,Month-to-month,1,Electronic check,110.85,0,76,8,45.67,3906,Fountain Valley,1,0,DSL,33.712036,-117.95011299999999,1,110.85,0,6,Offer C,54548,1,0,1,0,28,0,0.0,1278.76,0.0,3204.4,0,1,92708
575,0,1,0,61,1,0,1,1,1,1,1,Two year,1,Mailed check,81.05,0,26,51,20.34,4072,Tustin,0,1,Fiber Optic,33.735802,-117.818805,1,81.05,0,2,None,55062,1,0,1,1,61,1,0.0,1240.74,0.0,4747.65,1,1,92780
576,0,1,1,31,1,1,1,1,0,1,0,One year,0,Bank transfer (automatic),98.05,0,27,59,36.49,4524,Tustin,1,1,Fiber Optic,33.738543,-117.785046,1,98.05,3,3,Offer C,17494,0,0,1,0,31,2,0.0,1131.19,0.0,3082.1,1,1,92782
577,0,0,0,9,1,0,1,0,0,0,0,Month-to-month,1,Electronic check,70.5,0,30,52,40.71,3198,Anaheim,0,1,Fiber Optic,33.844983,-117.952151,0,70.5,0,0,Offer E,60553,0,0,0,0,9,0,31.09,366.39,0.0,597.9,0,1,92801
578,1,1,0,35,1,1,1,1,1,0,1,Month-to-month,1,Electronic check,94.55,0,68,18,20.44,2631,Anaheim,0,1,Fiber Optic,33.807864,-117.923782,1,94.55,0,3,Offer C,45086,0,0,1,0,35,0,606.0,715.4000000000002,0.0,3365.4,0,0,92802
579,0,0,0,2,1,0,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.65,0,59,0,9.61,3007,Anaheim,0,1,NA,33.818000000000005,-117.974404,0,19.65,0,0,Offer E,81333,0,0,0,0,2,0,0.0,19.22,0.0,38.8,0,0,92804
580,0,1,1,12,1,0,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.0,1,48,0,19.48,3535,Anaheim,0,0,NA,33.830209,-117.906099,1,19.0,0,1,Offer D,68802,0,1,1,0,12,3,0.0,233.76,0.0,233.55,0,0,92805
581,0,0,0,1,1,0,1,1,0,0,0,Month-to-month,0,Mailed check,75.3,1,28,56,4.13,3244,Anaheim,0,0,Cable,33.837959999999995,-117.870494,0,78.312,0,0,None,34398,0,0,0,0,1,0,0.0,4.13,0.0,75.3,1,0,92806
582,1,0,0,4,1,1,1,0,0,1,0,Month-to-month,1,Electronic check,89.2,1,74,26,48.35,5808,Anaheim,1,0,Cable,33.848733,-117.788357,0,92.76799999999999,0,0,None,36301,0,2,0,0,4,2,0.0,193.4,0.0,346.2,0,1,92807
583,0,1,1,1,1,0,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.0,0,62,0,28.28,2400,Anaheim,0,0,NA,33.850452000000004,-117.72666799999999,1,19.0,1,1,Offer E,19629,0,0,1,0,1,0,0.0,28.28,0.0,19.0,0,0,92808
584,0,0,0,3,1,0,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.0,0,40,0,15.37,5575,Brea,0,0,NA,33.930199,-117.862898,0,20.0,0,0,Offer E,34055,0,0,0,0,3,0,0.0,46.11,0.0,61.7,0,0,92821
585,1,0,0,1,1,1,1,0,0,1,0,Month-to-month,1,Electronic check,85.7,1,68,23,45.81,4880,Brea,0,0,Cable,33.924143,-117.79387,0,89.12799999999999,0,0,None,1408,0,1,0,0,1,5,0.0,45.81,0.0,85.7,0,0,92823
586,0,0,0,52,1,0,1,1,1,1,0,Two year,1,Credit card (automatic),63.25,0,56,10,46.24,6471,Fullerton,0,1,Fiber Optic,33.879983,-117.895482,0,63.25,0,0,None,34592,0,0,0,0,52,2,0.0,2404.48,0.0,3342.45,0,1,92831
587,0,1,1,5,1,0,0,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,0,28,0,5.2,2894,Fullerton,0,1,NA,33.868316,-117.929029,1,20.1,0,1,None,24502,0,0,1,0,5,0,0.0,26.0,0.0,85.1,1,0,92832
588,0,1,0,72,1,1,1,1,1,0,1,Two year,1,Electronic check,99.15,0,52,8,28.86,5152,Fullerton,1,1,DSL,33.877639,-117.96121200000002,1,99.15,0,1,None,46105,0,0,1,1,72,1,0.0,2077.92,0.0,7422.1,0,1,92833
589,0,1,1,71,1,1,1,1,1,1,1,Two year,0,Electronic check,90.4,0,25,52,3.57,5633,Fullerton,1,1,DSL,33.902211,-117.914922,1,90.4,0,1,None,21157,1,0,1,1,71,0,0.0,253.47,0.0,6668.05,1,1,92835
590,0,1,0,72,1,1,1,1,0,1,1,Two year,1,Credit card (automatic),111.9,0,32,27,47.83,6437,Garden Grove,1,1,Fiber Optic,33.787165,-117.93188899999998,1,111.9,0,1,None,50641,1,0,1,1,72,3,0.0,3443.76,0.0,8071.05,0,1,92840
591,0,1,1,46,1,1,0,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,24.9,0,56,0,18.45,2026,Garden Grove,0,1,NA,33.786738,-117.982564,1,24.9,0,1,None,31428,0,0,1,0,46,2,0.0,848.6999999999998,0.0,1174.8,0,0,92841
592,0,1,1,63,1,1,1,1,1,1,1,Two year,0,Credit card (automatic),83.5,0,19,69,13.45,4652,Garden Grove,1,1,Fiber Optic,33.764018,-117.93150700000001,1,83.5,0,1,None,43491,0,0,1,1,63,1,3750.0,847.3499999999998,0.0,5435.0,1,0,92843
593,0,0,0,30,1,0,1,1,1,0,0,Month-to-month,1,Credit card (automatic),84.3,0,52,20,24.73,5393,Garden Grove,1,1,Cable,33.766476000000004,-117.96979499999999,0,84.3,0,0,Offer C,23481,0,0,0,0,30,0,0.0,741.9,0.0,2438.6,0,1,92844
594,0,0,0,1,1,0,1,0,0,0,0,Month-to-month,0,Mailed check,45.6,0,36,9,37.44,2352,Garden Grove,0,1,Fiber Optic,33.782955,-118.02645600000001,0,45.6,0,0,None,15878,0,0,0,0,1,2,0.0,37.44,0.0,45.6,0,1,92845
595,0,0,0,12,1,1,1,1,0,0,0,Month-to-month,1,Mailed check,61.65,1,52,33,36.24,5670,Norco,1,0,Cable,33.925833000000004,-117.55963899999999,0,64.116,0,0,Offer D,22443,1,0,0,0,12,0,0.0,434.88,0.0,713.75,0,1,92860
596,0,0,0,16,0,No phone service,1,1,1,1,0,Two year,0,Mailed check,54.85,0,45,27,0.0,2136,Villa Park,1,1,Cable,33.817473,-117.81046200000002,0,54.85,0,0,None,5935,1,0,0,0,16,2,0.0,0.0,0.0,916.15,0,1,92861
597,0,0,0,4,1,1,1,0,0,0,1,Month-to-month,0,Mailed check,65.55,0,22,59,13.31,5707,Orange,0,1,Fiber Optic,33.828779,-117.848299,0,65.55,0,0,None,18058,1,0,0,1,4,0,140.0,53.24,0.0,237.2,1,0,92865
598,0,1,0,51,1,1,1,0,1,0,1,One year,1,Credit card (automatic),90.35,0,53,30,9.21,4965,Orange,0,1,DSL,33.784597,-117.84453500000001,1,90.35,0,0,None,15396,0,0,0,1,51,3,1384.0,469.71,0.0,4614.55,0,0,92866
599,0,1,0,65,1,0,0,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.4,0,59,0,23.46,5368,Orange,0,1,NA,33.81859,-117.821288,1,20.4,0,1,None,40915,0,0,1,0,65,1,0.0,1524.9,0.0,1414.45,0,0,92867
600,0,0,0,16,1,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),74.55,0,21,82,38.32,2893,Orange,0,1,Fiber Optic,33.787796,-117.875928,0,74.55,0,0,None,23172,1,0,0,0,16,1,960.0,613.12,0.0,1170.5,1,0,92868
601,0,0,0,2,1,0,0,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.95,0,47,0,31.45,3488,Orange,0,1,NA,33.792790999999994,-117.789749,0,19.95,0,0,None,37916,0,0,0,0,2,1,0.0,62.9,0.0,47.7,0,0,92869
602,0,1,1,66,1,1,1,0,0,0,0,One year,1,Bank transfer (automatic),74.25,0,34,17,37.84,4395,Placentia,0,0,Cable,33.881158,-117.85478300000001,1,74.25,1,1,None,48170,0,0,1,0,66,0,82.61,2497.44,0.0,4859.25,0,1,92870
603,0,0,0,46,1,1,1,0,1,1,1,Two year,0,Electronic check,108.65,0,51,22,37.5,4210,Corona,1,1,DSL,33.893823,-117.531446,0,108.65,0,0,None,44875,1,0,0,1,46,0,107.87,1725.0,0.0,4903.2,0,1,92879
604,0,0,0,32,1,1,1,1,0,1,1,One year,1,Bank transfer (automatic),109.55,0,55,12,4.61,5076,Corona,1,0,DSL,33.918043,-117.61780900000001,0,109.55,0,0,None,16998,1,0,0,1,32,1,43.3,147.52,0.0,3608.0,0,1,92880
605,0,1,0,72,1,1,1,1,0,1,1,Two year,0,Credit card (automatic),86.65,0,35,23,12.12,5483,Corona,1,1,Fiber Optic,33.833686,-117.51306299999999,1,86.65,0,1,None,21911,1,0,1,1,72,0,0.0,872.64,3.2,6094.25,0,1,92881
606,0,1,1,38,1,0,1,1,0,1,1,Two year,0,Credit card (automatic),81.0,0,28,73,22.05,3067,Corona,1,1,Fiber Optic,33.819385,-117.60021299999998,1,81.0,0,1,None,60294,1,0,1,1,38,1,0.0,837.9,0.0,3084.9,1,1,92882
607,0,0,1,51,1,0,1,0,0,0,0,One year,0,Credit card (automatic),47.85,0,48,20,36.59,4138,Corona,0,1,Fiber Optic,33.762351,-117.488725,0,47.85,0,0,None,13188,1,0,0,0,51,1,0.0,1866.09,18.39,2356.75,0,1,92883
608,0,1,1,72,1,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),114.55,0,47,58,21.89,6158,Yorba Linda,1,1,Fiber Optic,33.897253000000006,-117.792202,1,114.55,3,1,None,39458,1,0,1,1,72,1,0.0,1576.08,21.6,8306.05,0,1,92886
609,1,1,0,65,1,1,1,1,0,1,1,Month-to-month,0,Bank transfer (automatic),105.25,1,78,31,18.39,4196,Yorba Linda,1,0,Cable,33.884073,-117.732197,1,109.46,0,3,Offer B,20893,0,0,1,0,65,5,0.0,1195.35,0.0,6786.4,0,1,92887
610,0,1,1,9,0,No phone service,1,0,1,0,0,Month-to-month,1,Electronic check,29.95,1,32,10,0.0,2573,Ventura,0,1,Cable,34.360261,-119.30638300000001,1,31.148000000000003,0,1,Offer E,32899,0,0,1,0,9,2,0.0,0.0,0.0,248.95,0,1,93001
611,0,1,1,9,1,0,1,1,1,0,0,Month-to-month,0,Mailed check,65.0,1,20,76,6.35,3983,Ventura,1,0,DSL,34.279221,-119.22143700000001,1,67.60000000000001,0,1,Offer E,46894,1,0,1,0,9,1,504.0,57.15,0.0,663.05,1,0,93003
612,0,0,1,66,1,0,0,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.55,0,57,0,20.63,4101,Ventura,0,1,NA,34.278696999999994,-119.167798,0,20.55,2,0,None,27381,0,0,0,0,66,0,0.0,1361.58,17.14,1357.1,0,0,93004
613,1,0,0,44,1,1,1,1,1,1,1,One year,1,Credit card (automatic),109.8,0,71,2,49.75,5720,Camarillo,1,0,Fiber Optic,34.227846,-119.079903,0,109.8,0,0,None,42853,0,0,0,0,44,0,0.0,2189.0,0.0,4860.35,0,1,93010
614,0,0,0,50,1,1,1,0,0,0,1,Two year,0,Bank transfer (automatic),69.5,0,63,2,27.04,4145,Camarillo,1,1,Cable,34.205504,-118.99311100000001,0,69.5,0,0,None,24945,1,0,0,1,50,2,0.0,1352.0,5.73,3418.2,0,1,93012
615,0,0,0,15,1,1,1,0,0,0,0,Month-to-month,0,Mailed check,48.85,0,64,19,13.58,3762,Carpinteria,0,0,DSL,34.441398,-119.51316299999999,0,48.85,0,0,None,17409,0,0,0,0,15,0,0.0,203.7,32.09,631.4,0,1,93013
616,0,0,0,8,0,No phone service,1,0,0,0,0,Month-to-month,1,Credit card (automatic),25.25,0,55,16,0.0,2372,Fillmore,0,1,Fiber Optic,34.408161,-118.86511100000001,0,25.25,0,0,None,16013,0,0,0,0,8,0,30.0,0.0,0.0,186.3,0,0,93015
617,1,0,0,66,1,1,1,0,0,1,1,One year,1,Credit card (automatic),102.85,0,69,5,11.63,5569,Moorpark,1,0,Fiber Optic,34.312945,-118.85816899999999,0,102.85,0,0,Offer A,32984,1,0,0,0,66,0,0.0,767.58,0.0,6976.75,0,1,93021
618,0,0,0,57,1,1,1,1,1,0,0,Month-to-month,1,Bank transfer (automatic),87.55,0,30,41,28.27,4882,Oak View,0,0,Fiber Optic,34.404544,-119.302118,0,87.55,0,0,None,6503,1,2,0,0,57,3,0.0,1611.39,1.83,4884.85,0,1,93022
619,0,0,0,7,1,1,1,0,1,0,0,Month-to-month,1,Bank transfer (automatic),78.55,0,51,16,40.76,4025,Ojai,0,0,Fiber Optic,34.581308,-118.93194799999999,0,78.55,0,0,None,21633,0,0,0,0,7,1,0.0,285.32,47.19,522.95,0,1,93023
620,1,1,1,10,0,No phone service,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),34.55,0,73,53,0.0,5248,Oxnard,0,1,DSL,34.223244,-119.18012,1,34.55,3,1,None,79736,0,0,1,0,10,2,0.0,0.0,0.0,362.6,0,1,93030
621,0,0,0,62,1,1,1,1,1,0,0,One year,1,Electronic check,92.05,0,27,47,23.88,5801,Oxnard,1,0,DSL,34.156628999999995,-119.117218,0,92.05,0,0,None,77791,0,0,0,0,62,0,2705.0,1480.56,14.21,5755.8,1,0,93033
622,0,1,1,40,1,0,1,0,0,1,0,One year,1,Electronic check,85.05,0,56,22,14.41,5904,Oxnard,1,1,Fiber Optic,34.184540000000005,-119.22466599999998,1,85.05,1,5,None,25322,0,0,1,0,40,0,0.0,576.4,38.15,3355.65,0,1,93035
623,0,0,0,20,1,0,0,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,0,49,0,15.87,4404,Piru,0,0,NA,34.432843,-118.730106,0,19.7,0,0,None,1459,0,0,0,0,20,2,0.0,317.4,0.0,406.95,0,0,93040
624,0,0,0,7,1,0,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.0,1,27,0,16.04,4479,Port Hueneme,0,0,NA,34.110124,-119.100972,0,20.0,0,0,Offer E,25634,0,0,0,0,7,3,0.0,112.28,0.0,137.6,1,0,93041
625,0,1,0,25,1,0,1,0,0,1,1,Month-to-month,1,Electronic check,95.15,0,22,52,29.81,3273,Santa Paula,0,0,Fiber Optic,34.402343,-119.094824,1,95.15,0,0,None,32511,1,0,0,1,25,1,0.0,745.25,0.0,2395.7,1,1,93060
626,0,1,0,23,1,1,1,0,1,0,0,Month-to-month,0,Electronic check,84.25,0,28,51,18.05,2781,Simi Valley,1,1,Fiber Optic,34.296813,-118.685703,1,84.25,0,1,None,49027,0,0,1,0,23,2,0.0,415.15,8.3,1968.1,1,1,93063
627,1,1,0,66,1,1,1,0,1,1,1,One year,0,Credit card (automatic),104.6,0,74,15,25.51,5722,Simi Valley,1,0,DSL,34.269449,-118.76847099999999,1,104.6,0,7,Offer A,64802,0,0,1,0,66,1,1023.0,1683.66,0.0,6819.45,0,0,93065
628,1,0,0,72,1,1,1,0,1,1,1,Two year,0,Electronic check,111.65,0,72,14,44.81,5388,Somis,1,0,DSL,34.297628,-119.014627,0,111.65,0,0,Offer A,2966,1,1,0,0,72,1,0.0,3226.32,0.0,7943.45,0,1,93066
629,1,1,0,49,1,1,1,0,1,0,1,Month-to-month,0,Credit card (automatic),90.05,1,75,15,22.92,5059,Summerland,0,1,Cable,34.420998,-119.60136999999999,1,93.652,0,3,Offer B,576,0,0,1,0,49,5,0.0,1123.0800000000004,0.0,4547.25,0,1,93067
630,1,1,1,43,1,1,1,0,1,1,1,Month-to-month,1,Bank transfer (automatic),110.75,1,77,6,14.52,2728,Santa Barbara,1,1,DSL,34.419203,-119.710008,1,115.18,0,1,Offer B,31727,1,1,1,0,43,1,0.0,624.36,0.0,4687.9,0,1,93101
631,0,1,0,46,1,1,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),55.0,0,48,15,13.05,5928,Santa Barbara,0,0,Fiber Optic,34.438581,-119.685368,1,55.0,0,9,None,20893,0,0,1,0,46,0,0.0,600.3000000000002,31.39,2473.95,0,1,93103
632,0,1,1,72,1,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.85,0,41,9,26.96,6046,Santa Barbara,1,1,Fiber Optic,34.037341999999995,-119.80078999999999,1,89.85,0,5,None,25771,1,0,1,1,72,0,591.0,1941.12,12.55,6562.9,0,0,93105
633,0,0,0,10,1,0,0,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.35,0,40,0,17.4,4745,Santa Barbara,0,1,NA,34.457541,-119.631072,0,20.35,0,0,None,12741,0,0,0,0,10,0,0.0,174.0,0.0,176.3,0,0,93108
634,0,0,0,40,0,No phone service,1,1,0,1,1,One year,1,Bank transfer (automatic),54.55,0,31,28,0.0,3533,Santa Barbara,0,0,DSL,34.406256,-119.72693600000001,0,54.55,0,0,Offer B,10986,1,0,0,1,40,2,626.0,0.0,11.48,2236.2,0,0,93109
635,0,1,1,65,1,1,1,0,1,1,1,Month-to-month,1,Electronic check,105.5,1,20,29,34.14,5720,Santa Barbara,1,0,Cable,34.437945,-119.77191,1,109.72,0,7,None,15757,0,3,1,1,65,4,2026.0,2219.1,0.0,6985.65,1,0,93110
636,0,0,0,31,1,0,1,0,0,1,1,Two year,0,Bank transfer (automatic),99.45,0,41,14,10.05,2021,Santa Barbara,1,1,Fiber Optic,34.460196999999994,-119.80260200000001,0,99.45,0,0,None,16477,1,0,0,1,31,0,435.0,311.55,43.38,3109.9,0,0,93111
637,0,1,0,68,1,1,1,1,1,0,0,Two year,0,Credit card (automatic),70.9,0,48,9,27.41,4114,Goleta,1,0,DSL,34.489983,-120.091246,1,70.9,0,2,None,49975,1,0,1,0,68,0,0.0,1863.88,49.37,4911.35,0,1,93117
638,1,1,1,56,1,1,1,1,0,1,1,One year,1,Bank transfer (automatic),104.55,1,80,13,48.8,6268,Alpaugh,1,1,DSL,35.869626000000004,-119.49877099999999,1,108.73200000000001,0,0,Offer B,1054,0,0,0,0,56,0,753.0,2732.8,0.0,5794.65,0,0,93201
639,0,1,0,10,1,1,1,0,0,0,1,Month-to-month,1,Electronic check,85.25,1,26,90,2.02,3573,Armona,0,1,DSL,36.315979,-119.710852,1,88.66,0,1,Offer D,2872,0,0,1,1,10,0,770.0,20.2,0.0,855.3,1,0,93202
640,0,1,1,68,1,1,0,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.4,0,50,0,19.09,5668,Arvin,0,1,NA,35.116307,-118.817644,1,25.4,2,10,None,16206,0,0,1,0,68,1,0.0,1298.12,9.34,1620.2,0,0,93203
641,0,1,1,43,1,0,1,0,0,1,0,Month-to-month,0,Electronic check,56.15,1,57,22,37.25,2152,Avenal,0,0,Cable,35.916942999999996,-120.129921,1,58.396,0,3,None,14697,0,1,1,0,43,6,550.0,1601.75,0.0,2499.3,0,0,93204
642,0,0,0,1,1,0,1,0,0,1,1,Month-to-month,1,Electronic check,89.55,1,38,30,42.46,4996,Bodfish,0,1,Fiber Optic,35.523990999999995,-118.40043200000001,0,93.132,0,0,Offer E,1954,0,3,0,1,1,2,0.0,42.46,0.0,89.55,0,1,93205
643,1,0,0,49,1,0,1,0,1,0,1,One year,1,Bank transfer (automatic),89.85,0,70,21,47.72,5982,Buttonwillow,1,0,Cable,35.451402,-119.488413,0,89.85,0,0,None,2078,0,0,0,0,49,0,0.0,2338.28,0.0,4287.2,0,1,93206
644,0,1,1,15,1,1,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,25.25,0,21,0,29.55,4667,California Hot Springs,0,0,NA,35.865795,-118.69758999999999,1,25.25,1,1,None,226,0,0,1,0,15,1,0.0,443.25,0.0,394.85,1,0,93207
645,1,1,0,20,1,1,1,0,0,1,1,Month-to-month,1,Electronic check,94.55,1,75,11,5.31,5604,Camp Nelson,0,1,Cable,36.057458000000004,-118.591951,1,98.33200000000001,0,7,None,191,0,3,1,1,20,2,209.0,106.2,0.0,1899.65,0,0,93208
646,0,0,0,1,1,0,1,0,0,0,0,Month-to-month,1,Mailed check,45.7,1,57,14,5.55,2295,Coalinga,0,1,Fiber Optic,36.186867,-120.38779299999999,0,47.52800000000001,0,0,Offer E,18036,0,1,0,0,1,2,0.0,5.55,0.0,45.7,0,0,93210
647,0,1,1,50,1,1,1,0,0,1,0,One year,1,Electronic check,69.65,0,25,58,14.32,4706,Corcoran,1,1,DSL,36.04533,-119.532424,1,69.65,0,6,Offer B,23506,1,0,1,0,50,1,1996.0,716.0,0.0,3442.15,1,0,93212
648,1,0,0,2,1,1,1,0,1,0,1,Month-to-month,0,Electronic check,89.5,1,69,21,47.47,2065,Delano,0,0,DSL,35.772244,-119.20968899999998,0,93.08,0,0,None,37280,0,0,0,1,2,5,34.0,94.94,0.0,161.5,0,0,93215
649,1,0,0,24,1,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),70.0,0,74,13,31.73,5242,Ducor,0,1,DSL,35.846067,-119.00407299999999,0,70.0,0,0,Offer C,823,0,0,0,0,24,0,0.0,761.52,0.0,1732.6,0,1,93218
650,0,0,0,3,1,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.55,1,30,33,26.26,2876,Earlimart,0,0,Fiber Optic,35.858053999999996,-119.305858,0,72.332,0,0,None,9318,0,2,0,0,3,2,7.34,78.78,0.0,222.3,0,1,93219
651,0,0,0,1,1,0,1,0,0,0,0,Month-to-month,1,Mailed check,74.6,1,23,52,22.16,3860,Exeter,1,0,Fiber Optic,36.301689,-119.01823300000001,0,77.584,0,0,Offer E,13333,0,0,0,0,1,4,0.0,22.16,0.0,74.6,1,0,93221
652,0,1,1,35,1,0,0,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.1,0,37,0,11.75,4517,Frazier Park,0,1,NA,34.907911,-119.23428100000001,1,20.1,3,7,None,1526,0,0,1,0,35,2,0.0,411.25,38.61,655.3,0,0,93222
653,0,0,0,17,1,1,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,24.8,0,64,0,9.84,5208,Farmersville,0,0,NA,36.29878,-119.20102800000001,0,24.8,0,0,Offer D,8644,0,0,0,0,17,0,0.0,167.28,37.06,475.25,0,0,93223
654,1,0,0,8,1,0,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.65,1,74,0,27.95,5432,Fellows,0,0,NA,35.215731,-119.57013,0,19.65,0,0,None,626,0,0,0,0,8,6,0.0,223.6,0.0,164.3,0,0,93224
